timestamp,open,high,low,close,volume
2026-01-01T00:00:00,100000.00,100161.06,99927.22,100116.15,161.48
2026-01-01T00:01:00,100116.15,100164.52,100028.65,100059.31,37.99
2026-01-01T00:02:00,100059.31,100063.16,99908.89,99953.05,177.02
2026-01-01T00:03:00,99953.05,100026.28,99870.32,99921.87,135.29
2026-01-01T00:04:00,99921.87,99940.25,99720.95,99795.73,72.96
2026-01-01T00:05:00,99795.73,99870.07,99724.65,99731.63,179.68
2026-01-01T00:06:00,99731.63,99772.38,99525.57,99593.06,160.56
2026-01-01T00:07:00,99593.06,99660.40,99559.46,99602.92,191.96
2026-01-01T00:08:00,99602.92,99614.49,99526.22,99604.87,57.80
2026-01-01T00:09:00,99604.87,99639.61,99514.89,99519.02,109.12
2026-01-01T00:10:00,99519.02,99593.50,99474.75,99587.66,234.04
2026-01-01T00:11:00,99587.66,99685.65,99542.31,99663.09,130.19
2026-01-01T00:12:00,99663.09,99809.59,99646.94,99746.92,110.20
2026-01-01T00:13:00,99746.92,99818.99,99676.84,99687.30,128.76
2026-01-01T00:14:00,99687.30,99747.75,99545.48,99624.80,136.49
2026-01-01T00:15:00,99624.80,99722.24,99567.97,99684.69,114.75
2026-01-01T00:16:00,99684.69,99822.96,99660.02,99789.06,153.69
2026-01-01T00:17:00,99789.06,99886.33,99780.65,99824.71,140.91
2026-01-01T00:18:00,99824.71,99852.85,99722.51,99780.01,112.85
2026-01-01T00:19:00,99780.01,99809.98,99661.51,99675.95,94.27
2026-01-01T00:20:00,99675.95,99731.05,99569.05,99604.26,118.27
2026-01-01T00:21:00,99604.26,99751.19,99551.65,99701.30,168.89
2026-01-01T00:22:00,99701.30,99754.86,99526.11,99590.64,98.36
2026-01-01T00:23:00,99590.64,99614.24,99457.66,99496.27,111.81
2026-01-01T00:24:00,99496.27,99506.72,99406.05,99411.87,108.55
2026-01-01T00:25:00,99411.87,99484.10,99265.39,99325.86,134.99
2026-01-01T00:26:00,99325.86,99368.79,99269.99,99339.24,136.32
2026-01-01T00:27:00,99339.24,99359.58,99226.12,99237.63,137.31
2026-01-01T00:28:00,99237.63,99257.18,99178.66,99246.25,64.09
2026-01-01T00:29:00,99246.25,99314.73,99079.77,99106.35,110.28
2026-01-01T00:30:00,99106.35,99180.09,98916.08,98993.49,156.53
2026-01-01T00:31:00,98993.49,99001.74,98901.83,98942.14,80.93
2026-01-01T00:32:00,98942.14,98965.86,98808.43,98822.25,170.69
2026-01-01T00:33:00,98822.25,98898.10,98782.33,98879.28,97.92
2026-01-01T00:34:00,98879.28,98943.95,98783.45,98850.94,108.42
2026-01-01T00:35:00,98850.94,98859.52,98792.70,98817.09,65.53
2026-01-01T00:36:00,98817.09,98988.28,98812.27,98918.59,105.58
2026-01-01T00:37:00,98918.59,99024.05,98894.91,98961.22,129.50
2026-01-01T00:38:00,98961.22,99163.36,98896.72,99110.39,101.48
2026-01-01T00:39:00,99110.39,99281.62,99079.64,99240.69,107.43
2026-01-01T00:40:00,99240.69,99342.32,99194.67,99298.91,93.99
2026-01-01T00:41:00,99298.91,99440.54,99261.65,99364.54,130.79
2026-01-01T00:42:00,99364.54,99449.52,99329.46,99414.70,131.19
2026-01-01T00:43:00,99414.70,99441.67,99328.12,99352.76,131.16
2026-01-01T00:44:00,99352.76,99384.61,99271.61,99291.47,79.54
2026-01-01T00:45:00,99291.47,99366.76,99138.33,99154.11,124.17
2026-01-01T00:46:00,99154.11,99224.92,99051.58,99102.16,153.91
2026-01-01T00:47:00,99102.16,99232.66,99094.39,99181.92,148.92
2026-01-01T00:48:00,99181.92,99298.74,99175.11,99244.34,146.13
2026-01-01T00:49:00,99244.34,99253.90,99034.37,99098.54,106.56
2026-01-01T00:50:00,99098.54,99228.40,99061.16,99193.23,105.99
2026-01-01T00:51:00,99193.23,99288.29,99121.75,99245.01,146.63
2026-01-01T00:52:00,99245.01,99258.55,99143.97,99154.51,87.57
2026-01-01T00:53:00,99154.51,99190.32,99022.86,99041.85,94.86
2026-01-01T00:54:00,99041.85,99107.26,98890.72,98930.99,100.87
2026-01-01T00:55:00,98930.99,99073.63,98930.86,99051.75,100.25
2026-01-01T00:56:00,99051.75,99110.84,98963.89,98984.85,132.01
2026-01-01T00:57:00,98984.85,99114.71,98977.38,99042.65,89.13
2026-01-01T00:58:00,99042.65,99096.91,98967.32,98981.58,138.04
2026-01-01T00:59:00,98981.58,99005.92,98949.66,98982.19,100.68
2026-01-01T01:00:00,98982.19,99061.22,98980.37,98985.32,106.13
2026-01-01T01:01:00,98985.32,99020.66,98828.32,98883.71,90.91
2026-01-01T01:02:00,98883.71,98999.13,98876.30,98993.36,95.30
2026-01-01T01:03:00,98993.36,99002.63,98898.08,98960.33,109.46
2026-01-01T01:04:00,98960.33,98975.46,98893.86,98921.56,117.80
2026-01-01T01:05:00,98921.56,98945.26,98809.58,98832.59,71.77
2026-01-01T01:06:00,98832.59,98867.13,98745.23,98787.57,124.33
2026-01-01T01:07:00,98787.57,98813.33,98766.18,98810.70,128.84
2026-01-01T01:08:00,98810.70,98880.90,98761.03,98802.36,85.53
2026-01-01T01:09:00,98802.36,98859.07,98710.51,98766.67,106.23
2026-01-01T01:10:00,98766.67,98870.05,98739.67,98828.35,161.01
2026-01-01T01:11:00,98828.35,98908.09,98824.09,98887.95,62.82
2026-01-01T01:12:00,98887.95,98942.91,98878.09,98893.65,91.94
2026-01-01T01:13:00,98893.65,98965.70,98790.46,98851.75,160.02
2026-01-01T01:14:00,98851.75,98997.23,98792.93,98953.20,112.64
2026-01-01T01:15:00,98953.20,98975.11,98895.34,98947.63,107.75
2026-01-01T01:16:00,98947.63,98969.57,98812.96,98816.03,110.53
2026-01-01T01:17:00,98816.03,98896.32,98741.60,98858.99,168.82
2026-01-01T01:18:00,98858.99,98931.24,98718.30,98781.00,95.94
2026-01-01T01:19:00,98781.00,98807.58,98620.77,98651.09,89.08
2026-01-01T01:20:00,98651.09,98797.54,98644.07,98729.48,164.23
2026-01-01T01:21:00,98729.48,98737.59,98653.15,98709.62,94.69
2026-01-01T01:22:00,98709.62,98723.66,98552.90,98602.29,102.36
2026-01-01T01:23:00,98602.29,98623.86,98430.32,98481.99,97.77
2026-01-01T01:24:00,98481.99,98556.88,98304.03,98344.79,161.12
2026-01-01T01:25:00,98344.79,98383.61,98280.25,98383.58,157.26
2026-01-01T01:26:00,98383.58,98567.93,98338.89,98492.39,162.71
2026-01-01T01:27:00,98492.39,98685.76,98490.57,98637.97,101.69
2026-01-01T01:28:00,98637.97,98728.75,98584.64,98669.14,134.59
2026-01-01T01:29:00,98669.14,98702.54,98557.18,98618.66,177.19
2026-01-01T01:30:00,98618.66,98772.34,98561.79,98701.46,98.74
2026-01-01T01:31:00,98701.46,98729.15,98585.35,98632.16,142.59
2026-01-01T01:32:00,98632.16,98728.06,98553.49,98725.24,123.37
2026-01-01T01:33:00,98725.24,98753.06,98649.33,98740.08,137.79
2026-01-01T01:34:00,98740.08,98771.90,98691.93,98717.17,89.50
2026-01-01T01:35:00,98717.17,98740.83,98600.13,98647.09,140.82
2026-01-01T01:36:00,98647.09,98786.43,98592.52,98743.62,128.58
2026-01-01T01:37:00,98743.62,98812.08,98597.93,98664.24,112.55
2026-01-01T01:38:00,98664.24,98826.02,98660.05,98750.19,116.92
2026-01-01T01:39:00,98750.19,98966.32,98733.56,98898.57,133.58
2026-01-01T01:40:00,98898.57,99036.18,98841.36,98962.95,179.07
2026-01-01T01:41:00,98962.95,99001.52,98803.41,98826.58,114.53
2026-01-01T01:42:00,98826.58,98970.23,98790.29,98896.37,136.49
2026-01-01T01:43:00,98896.37,98966.25,98882.62,98944.08,93.28
2026-01-01T01:44:00,98944.08,99008.85,98854.31,98884.19,144.42
2026-01-01T01:45:00,98884.19,98970.04,98831.41,98901.22,131.06
2026-01-01T01:46:00,98901.22,98915.00,98791.32,98860.84,69.49
2026-01-01T01:47:00,98860.84,98929.61,98818.31,98834.46,112.14
2026-01-01T01:48:00,98834.46,98972.17,98820.18,98927.27,135.95
2026-01-01T01:49:00,98927.27,99034.39,98912.16,98965.14,119.28
2026-01-01T01:50:00,98965.14,99083.77,98904.02,99046.83,116.32
2026-01-01T01:51:00,99046.83,99053.16,98963.66,99031.39,96.29
2026-01-01T01:52:00,99031.39,99105.46,98962.57,99020.44,124.38
2026-01-01T01:53:00,99020.44,99181.40,98941.93,99103.22,70.48
2026-01-01T01:54:00,99103.22,99147.70,99071.71,99072.41,97.78
2026-01-01T01:55:00,99072.41,99156.07,99013.89,99081.09,123.48
2026-01-01T01:56:00,99081.09,99131.02,98954.84,98993.26,111.76
2026-01-01T01:57:00,98993.26,99032.01,98968.34,99014.80,156.33
2026-01-01T01:58:00,99014.80,99221.63,98981.04,99162.03,99.97
2026-01-01T01:59:00,99162.03,99217.15,99109.76,99141.73,111.19
2026-01-01T02:00:00,99141.73,99191.15,98992.93,99052.82,114.64
2026-01-01T02:01:00,99052.82,99099.13,99021.67,99088.17,100.91
2026-01-01T02:02:00,99088.17,99098.09,99000.61,99025.13,72.98
2026-01-01T02:03:00,99025.13,99172.65,98984.20,99132.74,154.98
2026-01-01T02:04:00,99132.74,99159.11,98971.34,98996.65,143.73
2026-01-01T02:05:00,98996.65,99167.82,98928.21,99133.74,146.44
2026-01-01T02:06:00,99133.74,99180.66,99006.65,99057.12,141.26
2026-01-01T02:07:00,99057.12,99220.52,98991.27,99202.05,105.96
2026-01-01T02:08:00,99202.05,99319.04,99131.60,99257.20,148.49
2026-01-01T02:09:00,99257.20,99277.13,99207.75,99266.44,120.91
2026-01-01T02:10:00,99266.44,99274.09,99188.03,99248.06,86.16
2026-01-01T02:11:00,99248.06,99316.85,99040.71,99107.21,139.57
2026-01-01T02:12:00,99107.21,99258.98,99072.24,99219.77,94.24
2026-01-01T02:13:00,99219.77,99330.44,99143.63,99278.29,125.54
2026-01-01T02:14:00,99278.29,99359.47,99255.04,99283.93,134.46
2026-01-01T02:15:00,99283.93,99440.28,99218.51,99427.83,135.10
2026-01-01T02:16:00,99427.83,99594.58,99348.33,99554.68,132.22
2026-01-01T02:17:00,99554.68,99749.13,99525.95,99696.35,164.88
2026-01-01T02:18:00,99696.35,99891.00,99678.08,99822.66,169.83
2026-01-01T02:19:00,99822.66,99930.02,99755.63,99889.97,144.90
2026-01-01T02:20:00,99889.97,99941.94,99772.40,99805.57,96.09
2026-01-01T02:21:00,99805.57,99865.50,99660.67,99728.78,210.55
2026-01-01T02:22:00,99728.78,99788.85,99688.92,99736.69,112.44
2026-01-01T02:23:00,99736.69,99796.19,99595.98,99627.89,149.52
2026-01-01T02:24:00,99627.89,99711.36,99576.05,99664.59,94.38
2026-01-01T02:25:00,99664.59,99669.40,99517.79,99585.09,166.31
2026-01-01T02:26:00,99585.09,99601.24,99452.88,99479.94,173.15
2026-01-01T02:27:00,99479.94,99648.18,99403.69,99578.11,125.04
2026-01-01T02:28:00,99578.11,99595.48,99478.20,99492.72,109.68
2026-01-01T02:29:00,99492.72,99515.09,99426.31,99449.92,162.63
2026-01-01T02:30:00,99449.92,99511.30,99410.59,99455.63,134.37
2026-01-01T02:31:00,99455.63,99471.45,99396.29,99450.24,139.27
2026-01-01T02:32:00,99450.24,99477.72,99318.99,99336.55,149.44
2026-01-01T02:33:00,99336.55,99364.48,99225.14,99281.36,60.27
2026-01-01T02:34:00,99281.36,99317.66,99169.42,99220.31,84.17
2026-01-01T02:35:00,99220.31,99233.96,99021.28,99083.69,153.85
2026-01-01T02:36:00,99083.69,99104.31,98995.99,99021.68,112.08
2026-01-01T02:37:00,99021.68,99059.72,98864.96,98924.87,155.91
2026-01-01T02:38:00,98924.87,99101.40,98884.82,99022.39,102.75
2026-01-01T02:39:00,99022.39,99085.60,98937.95,98961.79,121.89
2026-01-01T02:40:00,98961.79,99104.96,98887.77,99065.94,128.05
2026-01-01T02:41:00,99065.94,99127.86,99059.32,99089.78,130.88
2026-01-01T02:42:00,99089.78,99104.26,99048.72,99054.12,107.74
2026-01-01T02:43:00,99054.12,99166.35,98976.39,99146.70,115.48
2026-01-01T02:44:00,99146.70,99180.18,99136.42,99161.73,157.71
2026-01-01T02:45:00,99161.73,99263.85,99129.77,99247.97,159.21
2026-01-01T02:46:00,99247.97,99270.94,99114.36,99125.84,149.69
2026-01-01T02:47:00,99125.84,99174.38,99100.89,99125.60,124.23
2026-01-01T02:48:00,99125.60,99201.31,98956.56,99008.37,117.98
2026-01-01T02:49:00,99008.37,99028.81,98845.19,98883.02,88.67
2026-01-01T02:50:00,98883.02,98883.41,98674.05,98749.83,164.82
2026-01-01T02:51:00,98749.83,98894.25,98674.99,98846.82,81.74
2026-01-01T02:52:00,98846.82,98920.99,98783.55,98820.40,95.92
2026-01-01T02:53:00,98820.40,98894.99,98749.72,98786.55,116.58
2026-01-01T02:54:00,98786.55,98831.55,98727.57,98730.39,107.98
2026-01-01T02:55:00,98730.39,98739.30,98658.28,98721.19,95.08
2026-01-01T02:56:00,98721.19,98851.18,98676.48,98801.65,146.22
2026-01-01T02:57:00,98801.65,98948.06,98754.20,98925.72,95.45
